Emittententicker,Name,Sektor,Anlageklasse,Marktwert,Gewichtung (%),Nominalwert,Nominale,Kurs,Standort,Börse,Marktwährung
"CPT","CAMDEN PROPERTY TRUST REIT","Immobilien","Aktien","3.089.039,04","0,01","3.089.039,04","27.154,00","113,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"WTC","WISETECH GLOBAL LTD","IT","Aktien","3.083.099,50","0,01","3.083.099,50","41.817,00","73,73","Australien","Asx - All Markets","AUD"
"HRL","HORMEL FOODS CORP","Nichtzyklische Konsumgüter","Aktien","3.076.048,71","0,01","3.076.048,71","100.821,00","30,51","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FME","FRESENIUS MEDICAL CARE AG","Gesundheitsversorgung","Aktien","3.073.736,71","0,01","3.073.736,71","56.822,00","54,09","Deutschland","Xetra","EUR"
"KRX","KINGSPAN GROUP PLC","Industrie","Aktien","3.070.917,74","0,01","3.070.917,74","36.500,00","84,13","Irland","Irish Stock Exchange - All Market","EUR"
"EG","EVEREST GROUP LTD","Financials","Aktien","3.071.117,50","0,01","3.071.117,50","9.050,00","339,35","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"REG","REGENCY CENTERS REIT CORP","Immobilien","Aktien","3.066.908,20","0,01","3.066.908,20","44.230,00","69,34","Vereinigte Staaten","NASDAQ","USD"
"8795","T&D HOLDINGS INC","Financials","Aktien","3.062.666,17","0,01","3.062.666,17","138.700,00","22,08","Japan","Tokyo Stock Exchange","JPY"
"IAG","IA FINANCIAL INC","Financials","Aktien","3.062.964,76","0,01","3.062.964,76","29.247,00","104,73","Kanada","Toronto Stock Exchange","CAD"
"JHX","JAMES HARDIE INDUSTRIES CDI PLC","Materialien","Aktien","3.056.406,54","0,01","3.056.406,54","108.382,00","28,20","Australien","Asx - All Markets","AUD"
"EMIRATESNBD","EMIRATES NBD","Financials","Aktien","3.050.480,29","0,01","3.050.480,29","461.087,00","6,62","Ver. Arabische Emirate","Dubai Financial Market","AED"
"ORK","ORKLA","Nichtzyklische Konsumgüter","Aktien","3.051.186,94","0,01","3.051.186,94","287.922,00","10,60","Norwegen","Oslo Bors Asa","NOK"
"KESKOB","KESKO CLASS B","Nichtzyklische Konsumgüter","Aktien","3.052.434,05","0,01","3.052.434,05","124.898,00","24,44","Finnland","Nasdaq Omx Helsinki Ltd.","EUR"
"DSCT","ISRAEL DISCOUNT BANK LTD","Financials","Aktien","3.040.176,84","0,01","3.040.176,84","294.714,00","10,32","Israel","Tel Aviv Stock Exchange","ILS"
"267","CITIC LTD","Industrie","Aktien","3.040.443,31","0,01","3.040.443,31","2.158.000,00","1,41","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"PKN","ORLEN SA","Energie","Aktien","3.036.713,18","0,01","3.036.713,18","127.323,00","23,85","Polen","Warsaw Stock Exchange/Equities/Main Market","PLN"
"AFG","AMERICAN FINANCIAL GROUP INC","Financials","Aktien","3.031.806,32","0,01","3.031.806,32","24.001,00","126,32","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6479","MINEBEA MITSUMI INC","Industrie","Aktien","3.033.034,30","0,01","3.033.034,30","202.200,00","15,00","Japan","Tokyo Stock Exchange","JPY"
"SCMN","SWISSCOM AG","Kommunikation","Aktien","3.005.761,29","0,01","3.005.761,29","4.282,00","701,95","Schweiz","SIX Swiss Exchange","CHF"
"IAG","INSURANCE AUSTRALIA GROUP LTD","Financials","Aktien","3.004.487,20","0,01","3.004.487,20","540.900,00","5,55","Australien","Asx - All Markets","AUD"
"STN","STANTEC INC","Industrie","Aktien","3.004.981,89","0,01","3.004.981,89","27.264,00","110,22","Kanada","Toronto Stock Exchange","CAD"
"PAYC","PAYCOM SOFTWARE INC","Industrie","Aktien","3.000.225,00","0,01","3.000.225,00","13.625,00","220,20","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ARX","ARC RESOURCES LTD","Energie","Aktien","2.997.498,76","0,01","2.997.498,76","148.697,00","20,16","Kanada","Toronto Stock Exchange","CAD"
"PSON","PEARSON PLC","Zyklische Konsumgüter ","Aktien","2.998.471,66","0,01","2.998.471,66","210.944,00","14,21","Vereinigtes Königreich","London Stock Exchange","GBP"
"4684","OBIC LTD","IT","Aktien","2.984.080,34","0,01","2.984.080,34","80.100,00","37,25","Japan","Tokyo Stock Exchange","JPY"
"S32","SOUTH32 LTD","Materialien","Aktien","2.982.451,24","0,01","2.982.451,24","1.458.869,00","2,04","Australien","Asx - All Markets","AUD"
"1109","CHINA RESOURCES LAND LTD","Immobilien","Aktien","2.976.888,54","0,01","2.976.888,54","793.500,00","3,75","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"MONC","MONCLER","Zyklische Konsumgüter ","Aktien","2.970.392,22","0,01","2.970.392,22","49.808,00","59,64","Italien","Borsa Italiana","EUR"
"BEI","BEIERSDORF AG","Nichtzyklische Konsumgüter","Aktien","2.956.552,68","0,01","2.956.552,68","23.143,00","127,75","Deutschland","Xetra","EUR"
"DCC","DCC PLC","Industrie","Aktien","2.954.629,86","0,01","2.954.629,86","46.213,00","63,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"PME","PRO MEDICUS LTD","Gesundheitsversorgung","Aktien","2.947.358,13","0,01","2.947.358,13","14.129,00","208,60","Australien","Asx - All Markets","AUD"
"FNF","FIDELITY NATIONAL FINANCIAL INC","Financials","Aktien","2.925.595,20","0,01","2.925.595,20","55.409,00","52,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"6920","LASERTEC CORP","IT","Aktien","2.915.275,00","0,01","2.915.275,00","22.300,00","130,73","Japan","Tokyo Stock Exchange","JPY"
"1928","SEKISUI HOUSE LTD","Zyklische Konsumgüter ","Aktien","2.915.902,69","0,01","2.915.902,69","136.500,00","21,36","Japan","Tokyo Stock Exchange","JPY"
"AMH","AMERICAN HOMES RENT REIT CLASS A","Immobilien","Aktien","2.907.609,84","0,01","2.907.609,84","81.309,00","35,76","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"VER","VERBUND AG","Versorger","Aktien","2.900.699,90","0,01","2.900.699,90","38.281,00","75,77","Österreich","Wiener Boerse Ag","EUR"
"CAG","CONAGRA BRANDS INC","Nichtzyklische Konsumgüter","Aktien","2.875.972,40","0,01","2.875.972,40","148.246,00","19,40","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"IOICORP","IOI CORPORATION","Nichtzyklische Konsumgüter","Aktien","2.876.472,66","0,01","2.876.472,66","3.219.000,00","0,89","Malaysia","Bursa Malaysia","MYR"
"ABG","ABSA GROUP LTD","Financials","Aktien","2.877.043,22","0,01","2.877.043,22","295.829,00","9,73","Südafrika","Johannesburg Stock Exchange","ZAR"
"KNIN","KUEHNE UND NAGEL INTERNATIONAL AG","Industrie","Aktien","2.874.037,86","0,01","2.874.037,86","13.203,00","217,68","Schweiz","SIX Swiss Exchange","CHF"
"9735","SECOM LTD","Industrie","Aktien","2.874.723,31","0,01","2.874.723,31","80.600,00","35,67","Japan","Tokyo Stock Exchange","JPY"
"259960","KRAFTON INC","Kommunikation","Aktien","2.872.757,57","0,01","2.872.757,57","11.181,00","256,93","Korea","Korea Exchange (Stock Market)","KRW"
"AKE","ARKEMA SA","Materialien","Aktien","2.870.304,99","0,01","2.870.304,99","38.534,00","74,49","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"TAP","MOLSON COORS BREWING CLASS B","Nichtzyklische Konsumgüter","Aktien","2.866.000,00","0,01","2.866.000,00","57.320,00","50,00","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"MAERSK B","A P MOLLER MAERSK B","Industrie","Aktien","2.864.357,03","0,01","2.864.357,03","1.458,00","1.964,58","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"CNA","CENTRICA PLC","Versorger","Aktien","2.860.765,49","0,01","2.860.765,49","1.367.919,00","2,09","Vereinigtes Königreich","London Stock Exchange","GBP"
"2423","KE HOLDINGS INC","Immobilien","Aktien","2.856.213,06","0,01","2.856.213,06","452.955,00","6,31","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"669","TECHTRONIC INDUSTRIES LTD","Industrie","Aktien","2.852.242,04","0,01","2.852.242,04","254.000,00","11,23","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"RPRX","ROYALTY PHARMA PLC CLASS A","Gesundheitsversorgung","Aktien","2.851.000,32","0,01","2.851.000,32","79.548,00","35,84","Vereinigte Staaten","NASDAQ","USD"
"Z","ZILLOW GROUP INC CLASS C","Immobilien","Aktien","2.849.081,22","0,01","2.849.081,22","36.522,00","78,01","Vereinigte Staaten","NASDAQ","USD"
"2319","CHINA MENGNIU DAIRY LTD","Nichtzyklische Konsumgüter","Aktien","2.836.310,83","0,01","2.836.310,83","1.371.000,00","2,07","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"NWSA","NEWS CORP CLASS A","Kommunikation","Aktien","2.833.978,98","0,01","2.833.978,98","95.937,00","29,54","Vereinigte Staaten","NASDAQ","USD"
"TEL2 B","TELE2 B","Kommunikation","Aktien","2.824.961,01","0,01","2.824.961,01","197.344,00","14,31","Schweden","Nasdaq Omx Nordic","SEK"
"9868","XPENG CLASS A INC","Zyklische Konsumgüter ","Aktien","2.815.682,73","0,01","2.815.682,73","323.618,00","8,70","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2688","ENN ENERGY HOLDINGS LTD","Versorger","Aktien","2.811.582,80","0,01","2.811.582,80","349.500,00","8,04","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"2503","KIRIN HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","2.811.818,27","0,01","2.811.818,27","208.800,00","13,47","Japan","Tokyo Stock Exchange","JPY"
"EQT","EQT","Financials","Aktien","2.812.415,07","0,01","2.812.415,07","79.542,00","35,36","Schweden","Nasdaq Omx Nordic","SEK"
"UHS","UNIVERSAL HEALTH SERVICES INC CLAS","Gesundheitsversorgung","Aktien","2.812.998,24","0,01","2.812.998,24","15.412,00","182,52","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"BESI","BE SEMICONDUCTOR INDUSTRIES NV","IT","Aktien","2.807.429,62","0,01","2.807.429,62","18.882,00","148,68","Niederlande","Euronext Amsterdam","EUR"
"SCG","SCENTRE GROUP","Immobilien","Aktien","2.800.611,74","0,01","2.800.611,74","1.151.475,00","2,43","Australien","Asx - All Markets","AUD"
"8015","TOYOTA TSUSHO CORP","Industrie","Aktien","2.795.456,86","0,01","2.795.456,86","127.500,00","21,93","Japan","Tokyo Stock Exchange","JPY"
"EXO","EXOR NV","Financials","Aktien","2.792.295,19","0,01","2.792.295,19","26.621,00","104,89","Niederlande","Euronext Amsterdam","EUR"
"8113","UNICHARM CORP","Nichtzyklische Konsumgüter","Aktien","2.791.792,49","0,01","2.791.792,49","397.500,00","7,02","Japan","Tokyo Stock Exchange","JPY"
"SCHN","SCHINDLER HOLDING AG","Industrie","Aktien","2.788.204,94","0,01","2.788.204,94","7.683,00","362,91","Schweiz","SIX Swiss Exchange","CHF"
"024110","INDUSTRIAL BANK OF KOREA","Financials","Aktien","2.788.221,83","0,01","2.788.221,83","182.675,00","15,26","Korea","Korea Exchange (Stock Market)","KRW"
"2884","E.SUN FINANCIAL HOLDING LTD","Financials","Aktien","2.786.586,29","0,01","2.786.586,29","2.339.131,00","1,19","Taiwan","Taiwan Stock Exchange","TWD"
"BMRI","BANK MANDIRI (PERSERO)","Financials","Aktien","2.784.610,36","0,01","2.784.610,36","9.082.200,00","0,31","Indonesien","Indonesia Stock Exchange","IDR"
"5401","NIPPON STEEL CORP","Materialien","Aktien","2.779.633,90","0,01","2.779.633,90","143.500,00","19,37","Japan","Tokyo Stock Exchange","JPY"
"BSANTANDER","BANCO SANTANDER CHILE","Financials","Aktien","2.774.207,30","0,01","2.774.207,30","45.959.464,00","0,06","Chile","Santiago Stock Exchange","CLP"
"ADCB","ABU DHABI COMMERCIAL BANK","Financials","Aktien","2.768.273,42","0,01","2.768.273,42","717.057,00","3,86","Ver. Arabische Emirate","Abu Dhabi Securities Exchange","AED"
"KGF","KINGFISHER PLC","Zyklische Konsumgüter ","Aktien","2.765.315,86","0,01","2.765.315,86","741.328,00","3,73","Vereinigtes Königreich","London Stock Exchange","GBP"
"1093","CSPC PHARMACEUTICAL GROUP LTD","Gesundheitsversorgung","Aktien","2.765.911,64","0,01","2.765.911,64","2.734.560,00","1,01","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"WTB","WHITBREAD PLC","Zyklische Konsumgüter ","Aktien","2.761.998,78","0,01","2.761.998,78","67.584,00","40,87","Vereinigtes Königreich","London Stock Exchange","GBP"
"PMETAL","PRESS METAL ALUMINIUM HOLDINGS","Materialien","Aktien","2.763.136,98","0,01","2.763.136,98","2.281.600,00","1,21","Malaysia","Bursa Malaysia","MYR"
"AGS","AGEAS SA","Financials","Aktien","2.757.606,77","0,01","2.757.606,77","41.665,00","66,18","Belgien","Nyse Euronext - Euronext Brussels","EUR"
"TEL","TELENOR","Kommunikation","Aktien","2.757.233,73","0,01","2.757.233,73","178.616,00","15,44","Norwegen","Oslo Bors Asa","NOK"
"RTO","RENTOKIL INITIAL PLC","Industrie","Aktien","2.749.675,60","0,01","2.749.675,60","594.443,00","4,63","Vereinigtes Königreich","London Stock Exchange","GBP"
"EUROB","EUROBANK HOLDINGS SA","Financials","Aktien","2.750.861,26","0,01","2.750.861,26","746.816,00","3,68","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"VIPS","VIPSHOP HOLDINGS SPONSORED ADS REP","Zyklische Konsumgüter ","Aktien","2.735.984,80","0,01","2.735.984,80","179.999,00","15,20","China","New York Stock Exchange Inc.","USD"
"MRU","METRO INC","Nichtzyklische Konsumgüter","Aktien","2.736.419,98","0,01","2.736.419,98","35.862,00","76,30","Kanada","Toronto Stock Exchange","CAD"
"2002","CHINA STEEL CORP","Materialien","Aktien","2.730.605,40","0,01","2.730.605,40","4.242.896,00","0,64","Taiwan","Taiwan Stock Exchange","TWD"
"3659","NEXON LTD","Kommunikation","Aktien","2.725.741,53","0,01","2.725.741,53","140.300,00","19,43","Japan","Tokyo Stock Exchange","JPY"
"QAN","QANTAS AIRWAYS LTD","Industrie","Aktien","2.724.145,16","0,01","2.724.145,16","382.653,00","7,12","Australien","Asx - All Markets","AUD"
"316140","WOORI FINANCIAL GROUP INC","Financials","Aktien","2.721.629,14","0,01","2.721.629,14","144.857,00","18,79","Korea","Korea Exchange (Stock Market)","KRW"
"FGR","EIFFAGE SA","Industrie","Aktien","2.711.413,94","0,01","2.711.413,94","19.776,00","137,11","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"7202","ISUZU MOTORS LTD","Zyklische Konsumgüter ","Aktien","2.705.809,05","0,01","2.705.809,05","207.300,00","13,05","Japan","Tokyo Stock Exchange","JPY"
"SMIN","SMITHS GROUP PLC","Industrie","Aktien","2.705.968,03","0,01","2.705.968,03","86.962,00","31,12","Vereinigtes Königreich","London Stock Exchange","GBP"
"G24","SCOUT24 N","Kommunikation","Aktien","2.703.990,91","0,01","2.703.990,91","19.032,00","142,08","Deutschland","Xetra","EUR"
"028260","SAMSUNG C&T CORP","Industrie","Aktien","2.704.252,79","0,01","2.704.252,79","21.594,00","125,23","Korea","Korea Exchange (Stock Market)","KRW"
"ETE","NATIONAL BANK OF GREECE SA","Financials","Aktien","2.704.517,91","0,01","2.704.517,91","193.624,00","13,97","Griechenland","Athens Exchange S.A. Cash Market","EUR"
"288","WH GROUP LTD","Nichtzyklische Konsumgüter","Aktien","2.703.547,13","0,01","2.703.547,13","2.781.500,00","0,97","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"6618","JD HEALTH INTERNATIONAL INC","Nichtzyklische Konsumgüter","Aktien","2.698.994,90","0,01","2.698.994,90","497.350,00","5,43","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"4689","LY CORP","Kommunikation","Aktien","2.689.543,11","0,01","2.689.543,11","769.900,00","3,49","Japan","Tokyo Stock Exchange","JPY"
"6988","NITTO DENKO CORP","Materialien","Aktien","2.690.674,18","0,01","2.690.674,18","139.200,00","19,33","Japan","Tokyo Stock Exchange","JPY"
"AMUN","AMUNDI SA","Financials","Aktien","2.680.342,79","0,01","2.680.342,79","32.421,00","82,67","Frankreich","Nyse Euronext - Euronext Paris","EUR"
"1CO","COVESTRO V AG","Materialien","Aktien","2.678.384,01","0,01","2.678.384,01","38.048,00","70,39","Deutschland","Xetra","EUR"
"268","KINGDEE INT L SOFTWARE GROUP LTD","IT","Aktien","2.674.486,62","0,01","2.674.486,62","1.374.000,00","1,95","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"SHP","SHOPRITE HOLDINGS LTD","Nichtzyklische Konsumgüter","Aktien","2.669.731,22","0,01","2.669.731,22","176.348,00","15,14","Südafrika","Johannesburg Stock Exchange","ZAR"
"ASRNL","ASR NEDERLAND NV","Financials","Aktien","2.667.572,67","0,01","2.667.572,67","39.550,00","67,45","Niederlande","Euronext Amsterdam","EUR"
"SNAP","SNAP INC CLASS A","Kommunikation","Aktien","2.664.310,60","0,01","2.664.310,60","292.460,00","9,11","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"1177","SINO BIOPHARMACEUTICAL LTD","Gesundheitsversorgung","Aktien","2.654.713,69","0,01","2.654.713,69","3.514.250,00","0,76","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"GRAB","GRAB HOLDINGS LTD CLASS A","Industrie","Aktien","2.653.655,00","0,01","2.653.655,00","530.731,00","5,00","Singapur","NASDAQ","USD"
"ENELAM","ENEL AMERICAS SA","Versorger","Aktien","2.648.334,68","0,01","2.648.334,68","27.802.267,00","0,10","Chile","Santiago Stock Exchange","CLP"
"9766","KONAMI GROUP CORP","Kommunikation","Aktien","2.648.756,49","0,01","2.648.756,49","19.600,00","135,14","Japan","Tokyo Stock Exchange","JPY"
"TME","TENCENT MUSIC ENTERTAINMENT GROUP","Kommunikation","Aktien","2.649.663,31","0,01","2.649.663,31","133.889,00","19,79","China","New York Stock Exchange Inc.","USD"
"051910","LG CHEM LTD","Materialien","Aktien","2.639.241,20","0,01","2.639.241,20","13.350,00","197,70","Korea","Korea Exchange (Stock Market)","KRW"
"MNDY","MONDAYCOM LTD","IT","Aktien","2.632.642,50","0,01","2.632.642,50","9.250,00","284,61","Israel","NASDAQ","USD"
"ARE","ALEXANDRIA REAL ESTATE EQUITIES RE","Immobilien","Aktien","2.629.923,00","0,01","2.629.923,00","33.060,00","79,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"JKHY","JACK HENRY AND ASSOCIATES INC","Financials","Aktien","2.626.623,67","0,01","2.626.623,67","14.993,00","175,19","Vereinigte Staaten","NASDAQ","USD"
"RAND","RANDSTAD HOLDING","Industrie","Aktien","2.620.990,44","0,01","2.620.990,44","53.880,00","48,64","Niederlande","Euronext Amsterdam","EUR"
"7272","YAMAHA MOTOR LTD","Zyklische Konsumgüter ","Aktien","2.613.725,78","0,01","2.613.725,78","357.800,00","7,30","Japan","Tokyo Stock Exchange","JPY"
"S63","SINGAPORE TECHNOLOGIES ENGINEERING","Industrie","Aktien","2.606.451,61","0,01","2.606.451,61","413.000,00","6,31","Singapur","Singapore Exchange","SGD"
"GFL","GFL ENVIRONMENTAL SUBORDINATE VOTI","Industrie","Aktien","2.602.289,60","0,01","2.602.289,60","54.995,00","47,32","Kanada","Toronto Stock Exchange","CAD"
"SOLV","SOLVENTUM CORP","Gesundheitsversorgung","Aktien","2.596.136,40","0,01","2.596.136,40","35.178,00","73,80","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"FOX","FOX CORP CLASS B","Kommunikation","Aktien","2.593.799,89","0,01","2.593.799,89","51.271,00","50,59","Vereinigte Staaten","NASDAQ","USD"
"MOH","MOLINA HEALTHCARE INC","Gesundheitsversorgung","Aktien","2.584.159,20","0,01","2.584.159,20","11.664,00","221,55","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"ITRK","INTERTEK GROUP PLC","Industrie","Aktien","2.577.552,04","0,01","2.577.552,04","39.093,00","65,93","Vereinigtes Königreich","London Stock Exchange","GBP"
"DOC","HEALTHPEAK PROPERTIES INC","Immobilien","Aktien","2.577.741,75","0,01","2.577.741,75","139.715,00","18,45","Vereinigte Staaten","New York Stock Exchange Inc.","USD"
"2601","CHINA PACIFIC INSURANCE (GROUP) LT","Financials","Aktien","2.572.687,90","0,01","2.572.687,90","696.400,00","3,69","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"BNZL","BUNZL","Industrie","Aktien","2.569.564,53","0,01","2.569.564,53","82.722,00","31,06","Vereinigtes Königreich","London Stock Exchange","GBP"
"YAR","YARA INTERNATIONAL","Materialien","Aktien","2.566.983,53","0,01","2.566.983,53","67.510,00","38,02","Norwegen","Oslo Bors Asa","NOK"
"8697","JAPAN EXCHANGE GROUP INC","Financials","Aktien","2.567.824,11","0,01","2.567.824,11","256.200,00","10,02","Japan","Tokyo Stock Exchange","JPY"
"SPSN","SWISS PRIME SITE AG","Immobilien","Aktien","2.562.187,86","0,01","2.562.187,86","17.789,00","144,03","Schweiz","SIX Swiss Exchange","CHF"
"1339","THE PEOPLES INSURANCE CO (GROUP)","Financials","Aktien","2.560.115,92","0,01","2.560.115,92","3.483.000,00","0,74","China","Hong Kong Exchanges And Clearing Ltd","HKD"
"CARL B","CARLSBERG AS CL B","Nichtzyklische Konsumgüter","Aktien","2.543.531,01","0,01","2.543.531,01","17.897,00","142,12","Dänemark","Omx Nordic Exchange Copenhagen A/S","DKK"
"2","CLP HOLDINGS LTD","Versorger","Aktien","2.530.146,50","0,01","2.530.146,50","303.000,00","8,35","Hongkong","Hong Kong Exchanges And Clearing Ltd","HKD"
"MTN","MTN GROUP LTD","Kommunikation","Aktien","2.524.111,96","0,01","2.524.111,96","318.086,00","7,94","Südafrika","Johannesburg Stock Exchange","ZAR"
"ANTO","ANTOFAGASTA PLC","Materialien","Aktien","2.518.114,32","0,01","2.518.114,32","98.782,00","25,49","Vereinigtes Königreich","London Stock Exchange","GBP"
